"No.","Time","Source","Destination","Protocol","Length","Info"
"15","15:39:21.001062","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36de, seq=1/256, ttl=64 (no response found!)"
"33","15:39:22.391218","192.168.0.1","192.168.0.100","ICMP","155","Destination unreachable (Port unreachable)"
"44","15:39:23.019494","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e0, seq=1/256, ttl=64 (no response found!)"
"49","15:39:24.002087","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e1, seq=1/256, ttl=64 (no response found!)"
"78","15:39:24.996901","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e2, seq=1/256, ttl=64 (reply in 80)"
"80","15:39:24.996914","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x36e2, seq=1/256, ttl=64 (request in 78)"
"106","15:39:27.013349","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e4, seq=1/256, ttl=64 (no response found!)"
"127","15:39:29.011301","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e4, seq=3/768, ttl=64 (no response found!)"
"137","15:39:30.009763","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e4, seq=4/1024, ttl=64 (no response found!)"
"151","15:39:31.019493","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e4, seq=5/1280, ttl=64 (no response found!)"
"179","15:39:32.094757","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e5, seq=1/256, ttl=64 (reply in 181)"
"181","15:39:32.094771","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x36e5, seq=1/256, ttl=64 (request in 179)"
"1172","15:39:35.094246","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e8, seq=1/256, ttl=64 (no response found!)"
"1179","15:39:35.098852","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e8, seq=1/256, ttl=64 (no response found!)"
"1192","15:39:35.104486","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e8, seq=1/256, ttl=64 (no response found!)"
"1212","15:39:35.144932","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x36e8, seq=1/256, ttl=64 (no response found!)"
